frame,track_id,x_center,y_center,width,height
116,0.139719,0.211222,0.0258975,0.0777367,12.0
232,0.139858,0.298923,0.0312353,0.101913,14.0
267,0.140697,0.352931,0.0232666,0.107294,14.0
154,0.140707,0.408512,0.0361305,0.118443,11.0
2,0.140893,0.427253,0.0364472,0.115473,6.0
97,0.141027,0.719902,0.0452283,0.156604,15.0
148,0.141103,0.219995,0.0185559,0.0810482,27.0
339,0.141599,0.629056,0.040568,0.171926,44.0
346,0.141832,0.458092,0.0340343,0.153615,43.0
352,0.142194,0.537206,0.0450248,0.152656,45.0
114,0.142401,0.422787,0.0264808,0.117512,9.0
268,0.144199,0.357372,0.024257,0.111025,14.0
85,0.14434,0.602988,0.040621,0.136476,10.0
153,0.144468,0.409567,0.0342534,0.116958,11.0
57,0.144536,0.447218,0.0265247,0.11852,6.0
231,0.144605,0.2989,0.0274079,0.100569,14.0
338,0.145058,0.626693,0.0391806,0.169072,44.0
269,0.145098,0.358058,0.0285108,0.114252,14.0
93,0.145449,0.302653,0.0202797,0.0943538,8.0
197,0.145793,0.575281,0.0329753,0.125031,2.0
98,0.145979,0.318722,0.0245715,0.108172,3.0
345,0.14621,0.461379,0.0370531,0.149337,43.0
147,0.14632,0.218491,0.016604,0.0774008,27.0
96,0.146336,0.71724,0.0455468,0.160113,15.0
207,0.146605,0.418219,0.047272,0.102241,23.0
303,0.146795,0.616851,0.0424237,0.156035,44.0
335,0.14688,0.353892,0.0366765,0.127489,46.0
196,0.147366,0.387604,0.0406944,0.105924,5.0
298,0.147683,0.503303,0.0325335,0.136249,43.0
230,0.147884,0.296086,0.0288198,0.0999588,14.0
353,0.148326,0.542634,0.0452785,0.153449,45.0
152,0.148462,0.409706,0.0280127,0.115013,11.0
196,0.14854,0.581399,0.0484104,0.141123,2.0
201,0.149113,0.347289,0.0263665,0.100218,19.0
3,0.149114,0.426574,0.0400488,0.117035,6.0
210,0.149229,0.449241,0.0463891,0.117016,20.0
115,0.149384,0.212318,0.026795,0.0753068,12.0
56,0.149716,0.446349,0.0267168,0.11857,6.0
84,0.149777,0.604909,0.0412206,0.138748,10.0
229,0.149992,0.293248,0.0353439,0.0995894,14.0
151,0.150716,0.40776,0.0287485,0.113678,11.0
270,0.150775,0.354713,0.0280526,0.10595,14.0
337,0.150968,0.627593,0.0405288,0.169767,44.0
344,0.15117,0.461143,0.0400545,0.148074,43.0
150,0.15121,0.40542,0.0341891,0.114524,11.0
113,0.151272,0.422367,0.0296064,0.116033,9.0
146,0.151802,0.217543,0.0185394,0.0825191,27.0
95,0.153103,0.718019,0.0455974,0.162485,15.0
149,0.153635,0.403413,0.0381044,0.116493,11.0
55,0.15433,0.444502,0.0262379,0.118422,6.0
371,0.154518,0.423826,0.0214017,0.142375,33.0
228,0.154563,0.290483,0.0407338,0.096523,14.0
370,0.15458,0.427882,0.0214025,0.143828,33.0
368,0.154744,0.419809,0.0212762,0.144097,33.0
369,0.154988,0.426882,0.0212427,0.144275,33.0
367,0.155289,0.417794,0.0216624,0.143021,33.0
304,0.155332,0.619052,0.0461447,0.154537,44.0
366,0.155601,0.420819,0.0219897,0.144739,33.0
195,0.155632,0.383229,0.0422148,0.0989542,5.0
271,0.155633,0.351387,0.0274347,0.10287,14.0
83,0.155726,0.608921,0.0412048,0.138774,10.0
364,0.155775,0.42193,0.0226178,0.143904,33.0
92,0.155894,0.302645,0.0202293,0.0942853,8.0
365,0.155991,0.422121,0.0222061,0.144838,33.0
363,0.156099,0.419658,0.0226727,0.143899,33.0
336,0.156612,0.627139,0.0427745,0.167563,44.0
97,0.15675,0.31833,0.0241956,0.109477,3.0
195,0.15687,0.583197,0.0468608,0.142498,2.0
354,0.157088,0.551866,0.0362943,0.15559,45.0
362,0.157169,0.410229,0.0225084,0.142382,33.0
4,0.157375,0.425502,0.0416115,0.117198,6.0
145,0.157389,0.214966,0.0214545,0.0831903,27.0
299,0.157442,0.503499,0.0322312,0.135179,43.0
361,0.157948,0.407669,0.0221502,0.141527,33.0
148,0.158249,0.401031,0.0397015,0.118175,11.0
343,0.158401,0.460152,0.0438689,0.146324,43.0
114,0.159121,0.212037,0.0267534,0.0768567,12.0
360,0.159137,0.415975,0.021135,0.140721,33.0
272,0.159285,0.350126,0.0252062,0.0971008,14.0
200,0.159341,0.345614,0.0282434,0.0980494,19.0
112,0.159504,0.422569,0.0329126,0.114512,9.0
54,0.159507,0.44322,0.0244774,0.119451,6.0
209,0.159693,0.451081,0.0407519,0.117639,20.0
227,0.160069,0.287888,0.0421521,0.0976789,14.0
359,0.160243,0.418074,0.0207266,0.141668,33.0
94,0.16026,0.718327,0.0440083,0.161918,15.0
206,0.160906,0.416796,0.0442391,0.100232,23.0
82,0.16128,0.611467,0.0396587,0.133699,10.0
334,0.161417,0.352994,0.0363111,0.128066,46.0
305,0.162341,0.619357,0.046514,0.150912,44.0
194,0.162382,0.389634,0.0395768,0.111168,5.0
358,0.162959,0.413151,0.0223286,0.140747,33.0
342,0.163316,0.462749,0.0514433,0.146807,43.0
147,0.163631,0.401914,0.0394831,0.120122,11.0
5,0.163802,0.426371,0.042367,0.116181,6.0
355,0.163981,0.558633,0.0251966,0.151711,45.0
335,0.164273,0.626802,0.0451853,0.166138,44.0
357,0.164291,0.407239,0.021841,0.141914,33.0
194,0.16459,0.585756,0.0420868,0.142806,2.0
273,0.164622,0.350689,0.0220134,0.0961638,14.0
300,0.164933,0.502233,0.0313895,0.134934,43.0
53,0.164978,0.440653,0.0240542,0.121279,6.0
91,0.165759,0.303336,0.0187764,0.0928605,8.0
356,0.165899,0.409324,0.0219591,0.141161,33.0
226,0.166022,0.286815,0.0389165,0.0976396,14.0
81,0.16686,0.611963,0.0382025,0.133426,10.0
93,0.166973,0.718594,0.0409032,0.159109,15.0
96,0.167335,0.318728,0.0238138,0.108358,3.0
355,0.167384,0.412912,0.0213524,0.143074,33.0
113,0.168816,0.21226,0.024446,0.078104,12.0
354,0.16909,0.410273,0.0203168,0.142262,33.0
306,0.169139,0.621381,0.040885,0.15216,44.0
111,0.169338,0.422808,0.0352875,0.11511,9.0
146,0.169396,0.404143,0.037736,0.118742,11.0
341,0.170068,0.463473,0.0566385,0.146404,43.0
199,0.170214,0.346694,0.027702,0.0997246,19.0
274,0.170334,0.358865,0.0205349,0.104036,14.0
193,0.170435,0.392205,0.0362379,0.113673,5.0
52,0.170835,0.439825,0.0216379,0.120064,6.0
356,0.170887,0.55575,0.0260431,0.154986,45.0
6,0.171256,0.426789,0.0414084,0.117549,6.0
208,0.171999,0.452429,0.037257,0.117761,20.0
353,0.172207,0.403678,0.0194855,0.14189,33.0
339,0.172257,0.462037,0.0349909,0.141293,43.0
225,0.172379,0.287002,0.0346319,0.0989977,14.0
193,0.1727,0.586806,0.0383561,0.144415,2.0
80,0.172954,0.612627,0.0375125,0.129683,10.0
301,0.173702,0.497135,0.036473,0.135507,43.0
92,0.17429,0.719518,0.0356989,0.153869,15.0
334,0.174302,0.626651,0.0480807,0.167419,44.0
340,0.174768,0.462633,0.0546646,0.142061,43.0
352,0.174899,0.4024,0.0200015,0.139988,33.0
275,0.175125,0.361778,0.0187735,0.110097,14.0
7,0.175864,0.426295,0.0354552,0.115818,6.0
145,0.175962,0.403171,0.0340596,0.121364,11.0
51,0.176143,0.43901,0.0218353,0.121803,6.0
205,0.176162,0.416022,0.0402837,0.0972351,23.0
307,0.17619,0.623093,0.0370718,0.151245,44.0
357,0.176256,0.552677,0.0334094,0.16079,45.0
90,0.176296,0.303401,0.0200654,0.0938876,8.0
333,0.176494,0.353213,0.0351615,0.128521,46.0
95,0.178026,0.318788,0.0239824,0.108355,3.0
351,0.178038,0.404531,0.0199605,0.139608,33.0
276,0.178728,0.36271,0.0221295,0.114033,14.0
112,0.178935,0.211499,0.0216507,0.0783916,12.0
79,0.179014,0.611828,0.0368503,0.131159,10.0
338,0.179078,0.460701,0.0315905,0.141526,43.0
224,0.179244,0.289587,0.0303879,0.0976194,14.0
192,0.17955,0.393728,0.0309332,0.113176,5.0
198,0.180336,0.349587,0.0282237,0.102999,19.0
110,0.180453,0.422398,0.0355462,0.116161,9.0
8,0.181061,0.426446,0.0301275,0.11365,6.0
192,0.181092,0.587724,0.0329089,0.14053,2.0
91,0.181323,0.723576,0.0322599,0.141517,15.0
350,0.181329,0.404647,0.0194234,0.139737,33.0
358,0.182033,0.556113,0.0407233,0.160297,45.0
302,0.18218,0.496087,0.0396348,0.13292,43.0
277,0.183073,0.36181,0.0264625,0.11069,14.0
50,0.183102,0.438335,0.0193603,0.121011,6.0
144,0.183415,0.403689,0.0294018,0.117664,11.0
349,0.18424,0.400659,0.0189211,0.137723,33.0
308,0.184446,0.622751,0.0329634,0.153877,44.0
207,0.184464,0.453669,0.0328603,0.115819,20.0
333,0.184603,0.626618,0.0501877,0.168252,44.0
78,0.185834,0.611187,0.0366719,0.130011,10.0
89,0.186062,0.302748,0.0210555,0.0929345,8.0
223,0.186259,0.291096,0.0263575,0.0981946,14.0
337,0.186584,0.462928,0.0309669,0.144116,43.0
359,0.18702,0.558544,0.0454068,0.156411,45.0
49,0.187165,0.438633,0.0187038,0.121693,6.0
191,0.187766,0.586614,0.0300224,0.13884,2.0
278,0.18786,0.360496,0.0326472,0.112061,14.0
90,0.187897,0.71792,0.0300916,0.146494,15.0
348,0.188102,0.400099,0.0196822,0.13705,33.0
111,0.188278,0.211319,0.0179309,0.0798483,12.0
9,0.188306,0.425392,0.0310303,0.112327,6.0
191,0.188408,0.394509,0.0278307,0.112549,5.0
94,0.188713,0.318315,0.0226877,0.107417,3.0
143,0.18982,0.40223,0.0234096,0.120653,11.0
109,0.190059,0.42251,0.035013,0.114487,9.0
89,0.190168,0.720738,0.036901,0.144395,15.0
77,0.190587,0.610226,0.0393273,0.13151,10.0
48,0.191017,0.438072,0.019715,0.122096,6.0
303,0.191112,0.496621,0.0404289,0.130533,43.0
222,0.191128,0.290488,0.0293986,0.0978542,14.0
332,0.191855,0.35335,0.0321617,0.128906,46.0
347,0.191943,0.400021,0.0194565,0.138469,33.0
309,0.192177,0.622516,0.0309512,0.157125,44.0
197,0.192596,0.353568,0.0254147,0.105447,19.0
340,0.192978,0.453485,0.0349978,0.0602269,37.0
204,0.193586,0.408917,0.0350291,0.0920507,23.0
360,0.193786,0.552726,0.0504109,0.149044,45.0
88,0.194109,0.716152,0.0432613,0.150946,15.0
47,0.194734,0.438611,0.0217966,0.120115,6.0
336,0.194884,0.4635,0.028953,0.146893,43.0
142,0.194975,0.401521,0.0235078,0.120635,11.0
279,0.19555,0.361148,0.0393316,0.111164,14.0
221,0.195631,0.288038,0.0366351,0.0993047,14.0
206,0.195755,0.456639,0.0301193,0.111746,20.0
10,0.195816,0.424966,0.0338623,0.113121,6.0
88,0.195985,0.302543,0.0217525,0.0935948,8.0
190,0.196013,0.39564,0.0271899,0.10879,5.0
332,0.196068,0.625461,0.0525999,0.16727,44.0
346,0.196226,0.396195,0.0192823,0.138029,33.0
76,0.197067,0.610746,0.040127,0.133029,10.0
110,0.197915,0.20973,0.0157393,0.0779508,12.0
46,0.19806,0.439309,0.0251562,0.119046,6.0
190,0.198345,0.584866,0.0265414,0.136706,2.0
87,0.199099,0.714761,0.0453221,0.152365,15.0
141,0.199181,0.401156,0.0268133,0.12142,11.0
93,0.199288,0.31824,0.0216317,0.105547,3.0
304,0.199691,0.499399,0.0394933,0.133512,43.0
310,0.199843,0.621848,0.0333295,0.162397,44.0
188,0.19986,0.581123,0.0514236,0.137224,2.0
339,0.200389,0.454519,0.0374613,0.0649024,37.0
345,0.200556,0.398564,0.019158,0.136831,33.0
108,0.200606,0.420566,0.031838,0.113728,9.0
189,0.201208,0.582612,0.0349847,0.135534,2.0
45,0.201508,0.438942,0.0299213,0.120134,6.0
189,0.201942,0.393951,0.0288774,0.106254,5.0
196,0.202585,0.358669,0.0262232,0.107813,19.0
220,0.202971,0.286483,0.0397728,0.0969174,14.0
280,0.20332,0.362336,0.0435639,0.106793,14.0
75,0.203373,0.613486,0.0383058,0.138285,10.0
11,0.203447,0.424548,0.0357024,0.115026,6.0
44,0.203625,0.438775,0.0328102,0.120156,6.0
140,0.204182,0.401003,0.0313849,0.121377,11.0
187,0.204225,0.581658,0.0498072,0.137677,2.0
86,0.204373,0.71442,0.0458696,0.156248,15.0
335,0.204471,0.465089,0.0323449,0.146737,43.0
361,0.204619,0.542052,0.065249,0.154857,45.0
43,0.204926,0.439769,0.0340905,0.118382,6.0
188,0.204958,0.391107,0.0376467,0.107254,5.0
205,0.205066,0.456606,0.03429,0.110401,20.0
87,0.205456,0.303277,0.022513,0.0927716,8.0
42,0.2059,0.44204,0.0351806,0.114304,6.0
344,0.206061,0.397229,0.0195695,0.136633,33.0
305,0.206349,0.500582,0.034545,0.137028,43.0
331,0.206529,0.353785,0.0299932,0.129544,46.0
331,0.20655,0.623735,0.049987,0.168804,44.0
41,0.206782,0.441508,0.0362973,0.114801,6.0
203,0.207138,0.407151,0.0316755,0.0917438,23.0
311,0.207339,0.619849,0.0367206,0.163494,44.0
109,0.207582,0.209812,0.0167396,0.0770484,12.0
40,0.208156,0.44107,0.0372795,0.115309,6.0
338,0.209248,0.456147,0.038789,0.0620746,37.0
85,0.209298,0.716209,0.044147,0.153387,15.0
92,0.20967,0.318406,0.0215083,0.105071,3.0
186,0.20978,0.582028,0.044573,0.140147,2.0
139,0.209962,0.400546,0.0323054,0.122043,11.0
187,0.21029,0.387772,0.0409449,0.111176,5.0
12,0.210512,0.424015,0.0386339,0.11362,6.0
74,0.210575,0.614724,0.0384215,0.139522,10.0
107,0.210772,0.419978,0.0286841,0.114409,9.0
281,0.211071,0.365396,0.0405115,0.108515,14.0
39,0.211102,0.438636,0.0380929,0.118527,6.0
343,0.21139,0.394252,0.0193426,0.135919,33.0
306,0.2122,0.501881,0.0317745,0.137453,43.0
362,0.21231,0.545363,0.0633082,0.164576,45.0
219,0.212495,0.286121,0.0316498,0.0981752,14.0
195,0.212788,0.363726,0.0257165,0.103903,19.0
334,0.213412,0.469111,0.0313894,0.144882,43.0
371,0.214096,0.457964,0.0291828,0.0729551,47.0
86,0.214314,0.30286,0.0235548,0.0947599,8.0
370,0.214399,0.460829,0.0293412,0.0739669,47.0
204,0.214472,0.453503,0.0410502,0.113223,20.0
38,0.21448,0.439491,0.0376021,0.115971,6.0
312,0.214511,0.618336,0.0411682,0.162922,44.0
84,0.214905,0.716832,0.0422136,0.154932,15.0
185,0.214997,0.58357,0.0397902,0.139676,2.0
368,0.215214,0.452743,0.0310978,0.0741332,47.0
369,0.21523,0.460955,0.0301068,0.076451,47.0
367,0.215324,0.452235,0.0292247,0.076538,47.0
330,0.215342,0.62186,0.045722,0.170299,44.0
138,0.215978,0.400911,0.0315117,0.12117,11.0
218,0.216171,0.287621,0.0360938,0.0964472,14.0
366,0.216334,0.455054,0.0294862,0.0808623,47.0
13,0.216534,0.424063,0.0382498,0.113263,6.0
364,0.216748,0.461245,0.0332267,0.0958612,47.0
365,0.216941,0.456722,0.0305469,0.0842022,47.0
186,0.217079,0.388216,0.0406648,0.112734,5.0
282,0.217088,0.36906,0.0355789,0.108767,14.0
342,0.217625,0.395186,0.0199221,0.135494,33.0
108,0.217842,0.210431,0.0168234,0.0751339,12.0
363,0.21801,0.556501,0.0541346,0.154001,45.0
73,0.218141,0.614522,0.035877,0.133851,10.0
363,0.218321,0.457667,0.0345363,0.0976159,47.0
37,0.219361,0.438585,0.0337626,0.117945,6.0
307,0.219371,0.500386,0.0309475,0.141567,43.0
184,0.219723,0.584359,0.0354849,0.13591,2.0
362,0.220056,0.454425,0.0364581,0.114435,47.0
83,0.220251,0.717519,0.0396866,0.150006,15.0
337,0.220397,0.458288,0.0385867,0.0606764,37.0
202,0.220451,0.405504,0.029392,0.0917875,23.0
106,0.220537,0.41948,0.0247739,0.116261,9.0
185,0.220611,0.387699,0.0374282,0.113903,5.0
91,0.220787,0.317999,0.0213408,0.10608,3.0
313,0.220787,0.616837,0.04151,0.160676,44.0
330,0.220946,0.35466,0.0285544,0.127854,46.0
361,0.221307,0.454096,0.0377938,0.119299,47.0
137,0.221383,0.400563,0.0294225,0.120417,11.0
194,0.221689,0.364761,0.0264743,0.102098,19.0
85,0.221802,0.303117,0.0220813,0.0923604,8.0
329,0.222178,0.621281,0.0403239,0.167246,44.0
180,0.222237,0.580877,0.0480032,0.137145,2.0
360,0.22272,0.467089,0.035655,0.132519,47.0
359,0.222829,0.461923,0.0372997,0.121001,47.0
14,0.222859,0.4247,0.0377814,0.113087,6.0
179,0.223478,0.581896,0.0472507,0.136805,2.0
183,0.223768,0.583575,0.0300393,0.135059,2.0
358,0.223991,0.461578,0.0424819,0.1365,47.0
341,0.224005,0.395746,0.0197773,0.134256,33.0
333,0.224295,0.472208,0.0353301,0.141978,43.0
217,0.224304,0.289341,0.032635,0.0949326,14.0
82,0.224399,0.719056,0.0392594,0.145974,15.0
72,0.224548,0.617145,0.0367651,0.133429,10.0
184,0.224775,0.387466,0.0330372,0.114333,5.0
283,0.224824,0.372625,0.0272816,0.110922,14.0
203,0.224896,0.453347,0.043255,0.111832,20.0
178,0.225526,0.583078,0.0433626,0.136937,2.0
36,0.225645,0.437725,0.0283269,0.118736,6.0
181,0.226373,0.580948,0.0328659,0.134957,2.0
308,0.22662,0.498408,0.0298954,0.142856,43.0
15,0.226743,0.425312,0.0318441,0.114116,6.0
182,0.226768,0.582347,0.0255611,0.135167,2.0
136,0.227141,0.400604,0.0268953,0.120339,11.0
314,0.227216,0.619141,0.0393104,0.161175,44.0
357,0.227662,0.456176,0.0386993,0.13281,47.0
107,0.22771,0.211125,0.017568,0.0739449,12.0
81,0.228194,0.717541,0.0403615,0.143356,15.0
328,0.22891,0.621518,0.0353988,0.16719,44.0
177,0.229103,0.5854,0.0400176,0.139635,2.0
183,0.229178,0.388815,0.0298083,0.114387,5.0
16,0.2298,0.425273,0.0249326,0.111638,6.0
356,0.229845,0.456257,0.0385535,0.134129,47.0
193,0.230133,0.36322,0.0277547,0.10457,19.0
105,0.230339,0.418896,0.0214475,0.116744,9.0
84,0.230404,0.303318,0.0225149,0.0917135,8.0
80,0.23069,0.717286,0.0450982,0.143454,15.0
35,0.230975,0.436484,0.0253959,0.117535,6.0
364,0.231017,0.557491,0.0431068,0.15187,45.0
90,0.231054,0.317991,0.0217477,0.105826,3.0
340,0.231851,0.393693,0.0198563,0.133943,33.0
71,0.231865,0.61698,0.0368997,0.132064,10.0
284,0.232405,0.369347,0.0258015,0.107615,14.0
135,0.232654,0.401822,0.0251322,0.121055,11.0
79,0.232821,0.71714,0.048291,0.141029,15.0
315,0.232939,0.622852,0.0334862,0.161212,44.0
216,0.233202,0.292565,0.0294474,0.095222,14.0
182,0.233227,0.389931,0.0280746,0.112342,5.0
176,0.23326,0.586067,0.0378945,0.138523,2.0
332,0.233963,0.47151,0.0378382,0.140738,43.0
336,0.234005,0.458317,0.0379021,0.0604811,37.0
202,0.234041,0.456089,0.0431455,0.109502,20.0
355,0.234073,0.457262,0.0334283,0.135171,47.0
34,0.234131,0.435391,0.0227632,0.114958,6.0
329,0.234318,0.354943,0.0284531,0.126852,46.0
309,0.23459,0.494854,0.0329535,0.145068,43.0
201,0.234613,0.404226,0.0295469,0.0893743,23.0
17,0.234762,0.424821,0.0252529,0.112013,6.0
181,0.235009,0.390481,0.0279737,0.110603,5.0
327,0.236604,0.622464,0.0350949,0.164726,44.0
78,0.236632,0.715226,0.0506533,0.143263,15.0
354,0.236825,0.454031,0.0357532,0.13602,47.0
106,0.237017,0.21212,0.0197321,0.0726566,12.0
175,0.237128,0.587711,0.0351686,0.137079,2.0
134,0.237633,0.402236,0.0238933,0.119573,11.0
33,0.23778,0.435248,0.0224537,0.114811,6.0
173,0.238108,0.585697,0.0429308,0.13373,2.0
180,0.238182,0.391153,0.0262487,0.107579,5.0
316,0.238341,0.623828,0.0312836,0.157582,44.0
285,0.238469,0.371239,0.0270342,0.109825,14.0
178,0.23862,0.38907,0.0431812,0.107806,5.0
83,0.238756,0.302696,0.0227997,0.093659,8.0
339,0.238841,0.395707,0.019496,0.133585,33.0
174,0.23915,0.586795,0.0342267,0.135281,2.0
70,0.239186,0.618018,0.0364886,0.131506,10.0
171,0.23925,0.582044,0.0494156,0.132426,2.0
104,0.239836,0.418724,0.0195953,0.11748,9.0
18,0.240135,0.425874,0.0259459,0.113581,6.0
133,0.240625,0.402676,0.0261054,0.118692,11.0
89,0.240815,0.318158,0.0211602,0.105101,3.0
192,0.241043,0.362187,0.0250958,0.101861,19.0
179,0.241081,0.39,0.0293582,0.105225,5.0
331,0.241113,0.473222,0.0377967,0.135141,43.0
365,0.241238,0.558768,0.0452518,0.155496,45.0
215,0.241408,0.293258,0.0297299,0.0971745,14.0
77,0.241557,0.713352,0.0502829,0.148491,15.0
177,0.241577,0.388553,0.0421945,0.107182,5.0
32,0.241621,0.435187,0.0239302,0.116684,6.0
353,0.241678,0.444663,0.0335401,0.135618,47.0
170,0.242538,0.583173,0.0464162,0.133005,2.0
310,0.242935,0.494085,0.0383978,0.140437,43.0
326,0.243325,0.621998,0.0348735,0.16469,44.0
201,0.243394,0.457701,0.0428865,0.112131,20.0
172,0.243865,0.58481,0.0359211,0.136093,2.0
317,0.24397,0.625111,0.0294121,0.158598,44.0
352,0.244613,0.444663,0.0340252,0.13927,47.0
176,0.244848,0.390286,0.0378068,0.10917,5.0
286,0.245118,0.370995,0.0318809,0.105427,14.0
31,0.245432,0.435843,0.0248907,0.11697,6.0
19,0.245659,0.427346,0.033875,0.116189,6.0
169,0.245739,0.584378,0.0435532,0.132523,2.0
132,0.24601,0.404554,0.0270213,0.114711,11.0
328,0.246359,0.355993,0.0304487,0.122223,46.0
105,0.246484,0.213563,0.0211773,0.0719834,12.0
76,0.246524,0.710155,0.0489038,0.147518,15.0
82,0.24659,0.302303,0.0224221,0.0922774,8.0
338,0.247392,0.39443,0.0200419,0.131391,33.0
69,0.24741,0.619956,0.0353219,0.132408,10.0
214,0.247935,0.29219,0.0367344,0.0988524,14.0
131,0.248006,0.402988,0.0349644,0.116942,11.0
318,0.248426,0.625565,0.0301341,0.160991,44.0
351,0.248657,0.442672,0.0340027,0.133927,47.0
175,0.248831,0.392091,0.0328582,0.109436,5.0
335,0.249206,0.459622,0.0416642,0.0620502,37.0
330,0.249355,0.473121,0.0377048,0.131299,43.0
103,0.249521,0.417345,0.0194146,0.117162,9.0
30,0.24974,0.435496,0.0292853,0.118025,6.0
168,0.249747,0.5856,0.0402425,0.133097,2.0
325,0.249937,0.622597,0.0342107,0.161759,44.0
191,0.25014,0.362011,0.0255546,0.102328,19.0
311,0.250182,0.491615,0.0418189,0.137336,43.0
88,0.250369,0.317786,0.0200177,0.102337,3.0
200,0.250903,0.402922,0.0259435,0.08739,23.0
20,0.250994,0.427996,0.0371627,0.114584,6.0
366,0.251485,0.554757,0.0519446,0.157762,45.0
75,0.251923,0.708918,0.0448878,0.147941,15.0
29,0.252227,0.434834,0.0337665,0.118158,6.0
319,0.253036,0.624992,0.0343404,0.162938,44.0
130,0.253424,0.402116,0.0365187,0.117461,11.0
174,0.253438,0.39275,0.0291085,0.109555,5.0
350,0.253581,0.431659,0.0317864,0.114167,47.0
287,0.253862,0.371848,0.0378031,0.103002,14.0
68,0.254146,0.623599,0.0353706,0.139805,10.0
200,0.254191,0.459256,0.0394777,0.113248,20.0
81,0.254452,0.302518,0.0215156,0.0897832,8.0
312,0.254683,0.490843,0.0412268,0.133957,43.0
324,0.254764,0.623509,0.0350725,0.160506,44.0
167,0.254884,0.58523,0.0348306,0.133351,2.0
28,0.25524,0.433467,0.0343924,0.11736,6.0
213,0.255851,0.2919,0.0417516,0.0961067,14.0
21,0.255968,0.430022,0.0354667,0.115558,6.0
104,0.256022,0.2146,0.0237637,0.0737203,12.0
337,0.256637,0.395544,0.0207967,0.128108,33.0
190,0.256691,0.365674,0.0272706,0.110056,19.0
173,0.256886,0.393608,0.0268254,0.107823,5.0
74,0.257547,0.708862,0.0400978,0.146759,15.0
323,0.257656,0.622613,0.0360504,0.160887,44.0
320,0.25767,0.623944,0.039463,0.163643,44.0
329,0.258146,0.475081,0.0351041,0.130983,43.0
367,0.258453,0.548252,0.0576676,0.153857,45.0
349,0.258477,0.43313,0.0311569,0.132302,47.0
102,0.258813,0.416794,0.0217793,0.115635,9.0
327,0.259075,0.356504,0.0308066,0.117486,46.0
172,0.259109,0.394336,0.0277831,0.107212,5.0
166,0.259142,0.584803,0.0338513,0.130998,2.0
129,0.259272,0.403295,0.0351979,0.118842,11.0
27,0.259351,0.432172,0.0304238,0.11731,6.0
87,0.259618,0.318534,0.0205595,0.100387,3.0
322,0.259705,0.622272,0.039275,0.162164,44.0
313,0.259729,0.490979,0.0374382,0.132644,43.0
321,0.260238,0.622608,0.041783,0.162854,44.0
22,0.260415,0.428897,0.0278732,0.107471,6.0
67,0.260553,0.625498,0.0349662,0.139138,10.0
288,0.261476,0.37487,0.0419802,0.104452,14.0
80,0.262248,0.302298,0.0207612,0.0900096,8.0
165,0.262344,0.58317,0.0396028,0.133419,2.0
171,0.262854,0.393406,0.0244003,0.107463,5.0
169,0.26291,0.390245,0.0416138,0.108192,5.0
199,0.262981,0.46245,0.0399161,0.115115,20.0
26,0.263073,0.431354,0.0242897,0.114254,6.0
73,0.263092,0.706709,0.037016,0.146285,15.0
128,0.263185,0.403388,0.0330252,0.118898,11.0
348,0.263343,0.441024,0.0330407,0.146259,47.0
23,0.263877,0.431395,0.0252,0.107992,6.0
25,0.264269,0.431906,0.0227946,0.11337,6.0
170,0.264495,0.390598,0.0302576,0.104599,5.0
24,0.264593,0.431606,0.0227799,0.110611,6.0
189,0.264729,0.367562,0.0233007,0.110045,19.0
164,0.26485,0.58185,0.0446089,0.133199,2.0
368,0.264995,0.550175,0.0614064,0.153828,45.0
212,0.265546,0.290792,0.0449165,0.0920651,14.0
334,0.265645,0.457807,0.0465163,0.0680826,37.0
336,0.265649,0.394696,0.0203362,0.129379,33.0
199,0.265659,0.40681,0.0250758,0.0951726,23.0
103,0.265762,0.214782,0.0260694,0.0750398,12.0
168,0.265953,0.391218,0.0384589,0.107514,5.0
314,0.26615,0.4905,0.0323234,0.134477,43.0
328,0.266507,0.477552,0.0336792,0.133543,43.0
101,0.266848,0.415605,0.0243231,0.116153,9.0
127,0.267371,0.404897,0.0278054,0.116453,11.0
66,0.267722,0.623852,0.0323955,0.136241,10.0
86,0.26838,0.316816,0.0217343,0.100743,3.0
72,0.26849,0.704928,0.0348327,0.144411,15.0
163,0.268802,0.581876,0.0453167,0.138137,2.0
289,0.269521,0.379706,0.0413622,0.105747,14.0
167,0.269681,0.391546,0.0353726,0.108033,5.0
79,0.270035,0.302151,0.0206545,0.0900506,8.0
326,0.270367,0.358582,0.0319373,0.117365,46.0
347,0.270452,0.442208,0.036685,0.147574,47.0
188,0.271491,0.367374,0.0231277,0.109731,19.0
126,0.272002,0.406975,0.02689,0.113633,11.0
369,0.272073,0.557875,0.0562815,0.159396,45.0
315,0.273073,0.491181,0.030123,0.138392,43.0
162,0.273452,0.583993,0.0455162,0.144819,2.0
71,0.273893,0.703021,0.0343698,0.142378,15.0
166,0.274076,0.392265,0.0308204,0.104335,5.0
65,0.274157,0.623354,0.0315832,0.136911,10.0
198,0.274992,0.468604,0.0376899,0.103742,20.0
211,0.275024,0.290234,0.0406985,0.0931705,14.0
100,0.275255,0.416293,0.0276636,0.116739,9.0
327,0.275379,0.477719,0.0353857,0.139803,43.0
290,0.27593,0.383189,0.0355206,0.106158,14.0
335,0.275978,0.39326,0.0201964,0.132158,33.0
102,0.276408,0.216191,0.0268975,0.0755445,12.0
