frame,track_id,x_center,y_center,width,height
85,0.276752,0.316165,0.0213654,0.100596,3.0
346,0.277025,0.440683,0.0353719,0.148832,47.0
70,0.278238,0.701032,0.0363918,0.142211,15.0
161,0.278352,0.584753,0.0432366,0.145556,2.0
333,0.278654,0.453167,0.043248,0.0671165,37.0
198,0.278728,0.406771,0.0250783,0.100596,23.0
78,0.278872,0.302363,0.0201531,0.0888093,8.0
187,0.279033,0.367496,0.0230295,0.107316,19.0
165,0.27915,0.390871,0.0257469,0.0976754,5.0
316,0.279317,0.488308,0.0312054,0.143467,43.0
125,0.279435,0.407345,0.0249702,0.11133,11.0
69,0.279511,0.700819,0.0389464,0.142446,15.0
68,0.280865,0.700517,0.0450744,0.141004,15.0
64,0.280867,0.620616,0.0322905,0.136236,10.0
326,0.281359,0.479692,0.0301674,0.133392,43.0
291,0.281369,0.383963,0.0282982,0.104055,14.0
164,0.281457,0.393636,0.0270014,0.100467,5.0
370,0.281538,0.558263,0.0542758,0.158139,45.0
67,0.282256,0.701831,0.0480997,0.139565,15.0
325,0.282563,0.360522,0.0299978,0.120699,46.0
160,0.282861,0.586217,0.040307,0.144171,2.0
66,0.283359,0.702871,0.048655,0.140603,15.0
197,0.283998,0.466214,0.0399605,0.103744,20.0
345,0.284142,0.442482,0.0391661,0.148968,47.0
99,0.28416,0.417439,0.0310494,0.116173,9.0
317,0.284658,0.486129,0.0304558,0.143982,43.0
84,0.284673,0.315797,0.0217488,0.101152,3.0
210,0.285006,0.290216,0.0358855,0.0920531,14.0
159,0.285075,0.587573,0.0399358,0.140693,2.0
163,0.28517,0.393079,0.0239997,0.100835,5.0
186,0.285272,0.366462,0.0227827,0.103229,19.0
235,0.285417,0.389707,0.0522957,0.115376,30.0
158,0.285593,0.586656,0.0426278,0.138609,2.0
124,0.285766,0.406675,0.0252293,0.106946,11.0
157,0.285785,0.58537,0.0438748,0.138438,2.0
236,0.285817,0.393105,0.056103,0.120682,30.0
234,0.286057,0.390427,0.0427761,0.11798,30.0
334,0.286183,0.394621,0.02172,0.137262,33.0
65,0.286212,0.701907,0.0488371,0.141057,15.0
101,0.286247,0.218051,0.0270322,0.075158,12.0
160,0.286741,0.390642,0.036183,0.107092,5.0
77,0.286904,0.302513,0.0196588,0.0889601,8.0
325,0.287266,0.484839,0.0287829,0.124711,43.0
156,0.287316,0.583572,0.0426423,0.139862,2.0
233,0.287879,0.391955,0.0371478,0.121185,30.0
63,0.288102,0.615571,0.0310448,0.134556,10.0
292,0.288268,0.385202,0.0258927,0.10798,14.0
318,0.288358,0.483856,0.0301178,0.144117,43.0
344,0.288559,0.441468,0.0337914,0.14851,47.0
161,0.288926,0.389889,0.0277248,0.104829,5.0
185,0.289015,0.362781,0.0222358,0.0967163,19.0
64,0.289043,0.701408,0.0497122,0.142463,15.0
242,0.289074,0.397733,0.0449953,0.114834,30.0
162,0.289201,0.391498,0.0216629,0.103706,5.0
371,0.289576,0.556528,0.041896,0.159126,45.0
238,0.289911,0.396877,0.0351559,0.122063,30.0
241,0.289912,0.399681,0.0393643,0.119214,30.0
159,0.290005,0.392131,0.0327955,0.109684,5.0
240,0.290514,0.400268,0.0360173,0.122798,30.0
237,0.290591,0.394871,0.0379421,0.121524,30.0
232,0.290697,0.392256,0.0317479,0.119216,30.0
230,0.290804,0.386542,0.0417162,0.117875,30.0
324,0.291223,0.483269,0.0275473,0.131946,43.0
319,0.291362,0.482415,0.0304157,0.142069,43.0
155,0.291381,0.583202,0.0440143,0.140697,2.0
239,0.291463,0.399107,0.0335777,0.122692,30.0
196,0.29152,0.463801,0.0417061,0.0982998,20.0
184,0.29184,0.360198,0.0224131,0.0933711,19.0
231,0.291844,0.391029,0.0319713,0.118186,30.0
197,0.291892,0.405727,0.026601,0.103595,23.0
229,0.291938,0.383587,0.0501423,0.119722,30.0
123,0.292013,0.406044,0.0308704,0.103873,11.0
244,0.292613,0.402433,0.0465199,0.118509,30.0
228,0.292703,0.381025,0.049233,0.11472,30.0
83,0.292756,0.314601,0.0230254,0.101331,3.0
243,0.293096,0.399527,0.0451384,0.115863,30.0
158,0.293297,0.393463,0.0313843,0.109655,5.0
63,0.293317,0.699647,0.0490834,0.141961,15.0
332,0.293378,0.44398,0.0408357,0.058709,37.0
324,0.293621,0.36225,0.0253626,0.12266,46.0
323,0.293679,0.478936,0.0283438,0.143953,43.0
98,0.293846,0.417554,0.0316137,0.114904,9.0
245,0.294074,0.40508,0.0396264,0.123236,30.0
320,0.294223,0.480849,0.0309276,0.138411,43.0
76,0.295082,0.301969,0.0192891,0.0901349,8.0
322,0.2954,0.48279,0.0296732,0.133934,43.0
321,0.295529,0.48024,0.0307225,0.133926,43.0
209,0.295544,0.291385,0.0327354,0.0919786,14.0
227,0.295585,0.382885,0.0471089,0.116982,30.0
333,0.295611,0.398252,0.0262198,0.14148,33.0
100,0.295672,0.217967,0.0254956,0.0762123,12.0
293,0.295676,0.385776,0.0276691,0.110109,14.0
183,0.296104,0.36203,0.0232626,0.0958315,19.0
62,0.296348,0.611554,0.0310263,0.137305,10.0
157,0.296574,0.393979,0.0296674,0.110062,5.0
154,0.296606,0.583599,0.0469036,0.140615,2.0
155,0.297693,0.393822,0.0299527,0.106018,5.0
343,0.29784,0.440193,0.0395562,0.149131,47.0
62,0.298014,0.696568,0.0497818,0.14632,15.0
156,0.298182,0.394207,0.0276287,0.109144,5.0
195,0.298794,0.459173,0.0453498,0.0966142,20.0
153,0.299034,0.391758,0.0407578,0.104373,5.0
122,0.299449,0.406893,0.0347109,0.106017,11.0
182,0.299531,0.365846,0.0247638,0.100428,19.0
226,0.299768,0.385541,0.0427373,0.119096,30.0
246,0.299775,0.408963,0.0304464,0.120793,30.0
247,0.300814,0.410795,0.0359141,0.122244,30.0
181,0.301043,0.370517,0.0243721,0.106501,19.0
82,0.301062,0.313686,0.0222149,0.100529,3.0
61,0.301127,0.698474,0.0470436,0.14345,15.0
248,0.301181,0.41072,0.0402316,0.11917,30.0
154,0.301289,0.393099,0.0285457,0.104186,5.0
249,0.301755,0.407633,0.044317,0.115375,30.0
152,0.301936,0.390263,0.0401093,0.106314,5.0
75,0.303229,0.302281,0.0188232,0.0891007,8.0
153,0.303247,0.582949,0.0479815,0.139375,2.0
1,0.303467,0.260069,0.0288105,0.0873448,8.0
323,0.303626,0.36305,0.0247276,0.127508,46.0
97,0.303744,0.417268,0.0318524,0.115392,9.0
342,0.303881,0.44207,0.0368847,0.150082,47.0
151,0.303978,0.390229,0.0360232,0.10609,5.0
250,0.304524,0.410034,0.0540174,0.10917,30.0
180,0.304789,0.373356,0.0240129,0.106896,19.0
61,0.304893,0.603293,0.0288796,0.123024,10.0
196,0.304985,0.402959,0.0316948,0.106899,23.0
60,0.305064,0.695291,0.043219,0.14561,15.0
294,0.305434,0.385123,0.0336426,0.110911,14.0
225,0.305711,0.386588,0.0398364,0.120988,30.0
99,0.305795,0.216577,0.0216831,0.0752926,12.0
121,0.306459,0.40844,0.0353948,0.104931,11.0
150,0.306548,0.390937,0.0324554,0.10438,5.0
194,0.307506,0.462514,0.0463697,0.108759,20.0
208,0.307728,0.293542,0.0289308,0.0924458,14.0
331,0.3083,0.44628,0.0384424,0.0667285,37.0
179,0.308621,0.376996,0.0235337,0.105933,19.0
59,0.309137,0.693232,0.0396502,0.144747,15.0
152,0.30916,0.581768,0.0453127,0.138968,2.0
81,0.309395,0.313318,0.0220674,0.101064,3.0
149,0.309891,0.390934,0.028083,0.10322,5.0
341,0.310697,0.442661,0.0366884,0.153044,47.0
224,0.311029,0.388937,0.0365092,0.116726,30.0
322,0.31119,0.362359,0.0245755,0.125625,46.0
178,0.311301,0.378501,0.0245799,0.103219,19.0
331,0.311339,0.405985,0.0410556,0.153161,33.0
74,0.311438,0.301578,0.0193248,0.0881692,8.0
60,0.311919,0.589117,0.0270194,0.0961681,10.0
58,0.312952,0.693627,0.0375073,0.143606,15.0
177,0.313007,0.378826,0.0278734,0.100037,19.0
96,0.313224,0.418284,0.0307179,0.112627,9.0
295,0.313773,0.385325,0.0369868,0.112714,14.0
2,0.313922,0.259392,0.0299407,0.0839899,8.0
251,0.31394,0.411426,0.0443637,0.112821,30.0
148,0.314616,0.388587,0.022198,0.0988872,5.0
120,0.314966,0.409016,0.0335912,0.107335,11.0
151,0.314985,0.578326,0.0428283,0.139433,2.0
176,0.315493,0.378316,0.0321601,0.0983354,19.0
98,0.315752,0.21671,0.0194599,0.0772791,12.0
223,0.315899,0.388283,0.0344265,0.111399,30.0
193,0.315977,0.465704,0.0427373,0.119201,20.0
340,0.31702,0.441359,0.0314468,0.152683,47.0
321,0.317045,0.36241,0.0247447,0.129031,46.0
147,0.317118,0.393188,0.021975,0.104591,5.0
57,0.317353,0.692642,0.0379731,0.137519,15.0
271,0.317663,0.355285,0.0200358,0.116089,33.0
80,0.317735,0.311664,0.0225911,0.101087,3.0
252,0.317883,0.41464,0.0327948,0.116631,30.0
270,0.318288,0.35448,0.0195527,0.114736,33.0
207,0.318311,0.293617,0.0294596,0.0928678,14.0
175,0.318341,0.38082,0.035487,0.101822,19.0
272,0.31841,0.355028,0.0189398,0.114874,33.0
269,0.318551,0.354351,0.0198512,0.11529,33.0
59,0.318733,0.586845,0.0249188,0.0902842,10.0
145,0.318879,0.420066,0.0377975,0.161213,5.0
222,0.318882,0.386408,0.0325572,0.105302,30.0
273,0.319271,0.356345,0.0196206,0.116513,33.0
73,0.319413,0.300962,0.0191704,0.0886581,8.0
268,0.319517,0.354267,0.0191598,0.116169,33.0
274,0.319594,0.357211,0.0230321,0.11943,33.0
220,0.320004,0.383929,0.0538955,0.106322,30.0
296,0.320318,0.38704,0.0366373,0.112432,14.0
150,0.32038,0.575854,0.0413285,0.142606,2.0
275,0.321016,0.35688,0.0277211,0.11778,33.0
56,0.321053,0.689631,0.041494,0.14432,15.0
195,0.321595,0.399645,0.0294697,0.107306,23.0
221,0.321866,0.377588,0.0374838,0.0925532,30.0
267,0.321951,0.353585,0.0176089,0.114639,33.0
119,0.322366,0.410157,0.033201,0.109018,11.0
174,0.322764,0.381821,0.0324451,0.10226,19.0
192,0.322805,0.467679,0.0378479,0.122245,20.0
253,0.32283,0.417235,0.0250895,0.116243,30.0
320,0.322948,0.36162,0.0233459,0.127364,46.0
276,0.322962,0.354988,0.0326805,0.113581,33.0
95,0.323291,0.418439,0.0304705,0.112769,9.0
266,0.323658,0.351319,0.0185137,0.111239,33.0
330,0.323706,0.451126,0.0407436,0.0789467,37.0
277,0.32381,0.353671,0.0362436,0.108379,33.0
144,0.323987,0.412144,0.0381475,0.149726,5.0
3,0.324135,0.25848,0.0290898,0.0864621,8.0
149,0.324224,0.572099,0.0421131,0.14762,2.0
219,0.324257,0.387177,0.0498631,0.114225,30.0
254,0.324634,0.419805,0.02902,0.117801,30.0
339,0.324832,0.442151,0.0326919,0.155336,47.0
97,0.324874,0.217605,0.0179912,0.0762128,12.0
265,0.325136,0.348763,0.0202682,0.109592,33.0
330,0.325432,0.412809,0.0403793,0.155433,33.0
58,0.325954,0.589096,0.0267332,0.0883811,10.0
255,0.326031,0.42318,0.0330813,0.118312,30.0
79,0.326161,0.310068,0.0217727,0.10218,3.0
264,0.326449,0.346252,0.0220985,0.112041,33.0
55,0.326463,0.690272,0.044838,0.140659,15.0
206,0.326476,0.292273,0.032191,0.0946701,14.0
173,0.32661,0.385166,0.0302217,0.106951,19.0
278,0.326672,0.354727,0.0386542,0.107452,33.0
297,0.327077,0.388515,0.0388028,0.111809,14.0
319,0.327405,0.361869,0.0220742,0.128407,46.0
256,0.327724,0.424805,0.0377428,0.110239,30.0
72,0.327835,0.300743,0.0180017,0.0875458,8.0
263,0.327872,0.344513,0.0232721,0.112153,33.0
148,0.328146,0.569173,0.0426366,0.145096,2.0
143,0.328907,0.39014,0.0354644,0.101325,5.0
118,0.329229,0.413993,0.0304731,0.106307,11.0
257,0.329247,0.424195,0.0437678,0.108726,30.0
262,0.330042,0.34537,0.0234744,0.115093,33.0
218,0.330077,0.389822,0.0432923,0.11727,30.0
54,0.330124,0.688919,0.0476539,0.141973,15.0
172,0.330803,0.387726,0.0284881,0.108935,19.0
279,0.330957,0.358551,0.036429,0.106793,33.0
191,0.330981,0.46875,0.034923,0.123099,20.0
318,0.331128,0.361872,0.0223552,0.12686,46.0
147,0.3323,0.563993,0.0414419,0.136376,2.0
261,0.332348,0.345753,0.0213987,0.115057,33.0
57,0.332405,0.601779,0.0295517,0.109549,10.0
94,0.332806,0.41731,0.0293389,0.11358,9.0
338,0.332905,0.441685,0.0357007,0.154899,47.0
1,0.332943,0.640442,0.0485186,0.104267,1.0
280,0.332943,0.361829,0.0335501,0.107189,33.0
142,0.33338,0.39083,0.0328877,0.108368,5.0
96,0.333723,0.217628,0.0167947,0.0757904,12.0
4,0.333872,0.258147,0.0267663,0.0835534,8.0
53,0.33395,0.690005,0.0476724,0.137314,15.0
258,0.334067,0.421316,0.0517603,0.113224,30.0
317,0.334154,0.3641,0.022033,0.129832,46.0
78,0.334249,0.31113,0.0213935,0.103314,3.0
260,0.334678,0.342509,0.0183415,0.107142,33.0
281,0.334758,0.363819,0.0289269,0.106368,33.0
171,0.335596,0.389323,0.0251496,0.104905,19.0
282,0.335694,0.365799,0.0243456,0.106186,33.0
71,0.335754,0.299985,0.0178527,0.0872764,8.0
298,0.335985,0.391632,0.0411164,0.110153,14.0
205,0.335998,0.291584,0.0355957,0.0946547,14.0
52,0.336184,0.689682,0.0447606,0.135814,15.0
259,0.336576,0.335889,0.0186296,0.0929042,33.0
117,0.336731,0.414114,0.0274867,0.109276,11.0
283,0.336796,0.367702,0.0234278,0.108895,33.0
217,0.337048,0.393632,0.039538,0.119203,30.0
146,0.337153,0.565587,0.0406063,0.137273,2.0
258,0.337159,0.332045,0.0185678,0.0868008,33.0
316,0.337384,0.366155,0.0251945,0.127515,46.0
257,0.33759,0.334794,0.0197549,0.0924917,33.0
2,0.338191,0.638744,0.0425026,0.106979,1.0
141,0.338434,0.389061,0.0286007,0.108915,5.0
190,0.338854,0.468572,0.0303838,0.121746,20.0
194,0.339255,0.399239,0.0266428,0.107823,23.0
56,0.339287,0.605479,0.0245967,0.108545,10.0
284,0.339441,0.36725,0.0257505,0.110459,33.0
51,0.339471,0.689045,0.0442985,0.136281,15.0
256,0.339629,0.339134,0.0201714,0.10361,33.0
170,0.33963,0.39115,0.0225434,0.10277,19.0
329,0.339994,0.449889,0.04323,0.0877869,37.0
329,0.340805,0.418178,0.0415269,0.151574,33.0
285,0.341173,0.366387,0.0255098,0.110832,33.0
259,0.341398,0.42165,0.0488764,0.116989,30.0
145,0.341589,0.567818,0.03833,0.138909,2.0
315,0.3417,0.367448,0.0316798,0.126285,46.0
286,0.34189,0.366217,0.0258161,0.111932,33.0
337,0.342018,0.441523,0.0368,0.151672,47.0
255,0.342167,0.337678,0.0188979,0.103013,33.0
287,0.342227,0.366583,0.025546,0.112282,33.0
5,0.342288,0.257894,0.0241366,0.0829327,8.0
3,0.342323,0.637382,0.0317362,0.109611,1.0
77,0.342467,0.309173,0.0219517,0.103358,3.0
288,0.342488,0.366886,0.0255071,0.112985,33.0
93,0.342537,0.416056,0.0279516,0.116184,9.0
289,0.342581,0.366977,0.0256266,0.114501,33.0
50,0.342776,0.687456,0.0436643,0.134662,15.0
116,0.34298,0.417047,0.0249555,0.1037,11.0
290,0.343138,0.366717,0.0259978,0.114766,33.0
70,0.343262,0.299837,0.0178776,0.0884705,8.0
254,0.343263,0.33783,0.0179733,0.10352,33.0
216,0.343296,0.394927,0.0345625,0.117589,30.0
169,0.343313,0.393009,0.0238947,0.100083,19.0
95,0.343362,0.217865,0.0160143,0.0764946,12.0
314,0.343468,0.369058,0.0377568,0.122296,46.0
140,0.343783,0.389713,0.0244979,0.108235,5.0
299,0.344164,0.396533,0.0414575,0.111255,14.0
204,0.344299,0.291419,0.0391212,0.0933314,14.0
313,0.34432,0.368891,0.0432872,0.121032,46.0
260,0.344321,0.425355,0.0432975,0.118743,30.0
312,0.344585,0.369384,0.0468518,0.119317,46.0
291,0.344894,0.366474,0.0249111,0.112894,33.0
55,0.345028,0.623814,0.0237927,0.133769,10.0
253,0.345189,0.339817,0.0186286,0.105859,33.0
311,0.345322,0.370245,0.0461699,0.12111,46.0
144,0.345383,0.568438,0.0361884,0.139806,2.0
310,0.346267,0.369558,0.0401894,0.119405,46.0
49,0.346406,0.682359,0.0408561,0.139703,15.0
292,0.346464,0.367122,0.0256591,0.112724,33.0
189,0.346532,0.469583,0.0256195,0.11966,20.0
168,0.347144,0.392987,0.02664,0.0991034,19.0
252,0.347548,0.341885,0.0188185,0.106419,33.0
309,0.348066,0.369462,0.0351784,0.114624,46.0
139,0.348081,0.388873,0.0250414,0.108784,5.0
4,0.348208,0.636436,0.029427,0.111175,1.0
293,0.348267,0.36792,0.027638,0.112642,33.0
215,0.348456,0.393546,0.0385054,0.11651,30.0
115,0.348863,0.418484,0.0267331,0.100699,11.0
143,0.349598,0.572401,0.0327243,0.139248,2.0
48,0.34961,0.681774,0.0386424,0.137064,15.0
138,0.350082,0.386998,0.0280589,0.111083,5.0
251,0.350108,0.341325,0.0194239,0.103578,33.0
54,0.350528,0.629986,0.0249175,0.137081,10.0
300,0.350595,0.398787,0.041194,0.112986,14.0
308,0.350639,0.371361,0.0324057,0.112321,46.0
76,0.350743,0.308031,0.0205783,0.104314,3.0
167,0.350845,0.3942,0.0260208,0.101666,19.0
250,0.350905,0.338738,0.0220521,0.100542,33.0
69,0.351051,0.299418,0.0175602,0.0881461,8.0
1,0.351158,0.270587,0.028681,0.0959592,3.0
294,0.351254,0.369623,0.0288383,0.112583,33.0
6,0.351278,0.258045,0.0220359,0.0842399,8.0
47,0.351411,0.677831,0.04003,0.140268,15.0
92,0.351499,0.414872,0.0254714,0.114105,9.0
332,0.351612,0.477525,0.0705428,0.0525315,49.0
188,0.351712,0.467273,0.0269718,0.115862,20.0
214,0.351772,0.392586,0.0454826,0.112436,30.0
249,0.352039,0.334512,0.0255337,0.0979188,33.0
193,0.352092,0.398117,0.025819,0.106766,23.0
137,0.352313,0.385892,0.0336799,0.111014,5.0
261,0.352342,0.429061,0.028735,0.118994,30.0
94,0.352351,0.217889,0.0171007,0.0754736,12.0
114,0.352931,0.422585,0.0289471,0.0930032,11.0
336,0.353041,0.44145,0.0343009,0.151512,47.0
142,0.353322,0.574777,0.0287518,0.138188,2.0
166,0.35335,0.39815,0.027831,0.106381,19.0
248,0.353423,0.334605,0.0304412,0.0989932,33.0
295,0.353673,0.370777,0.0304691,0.111609,33.0
203,0.354227,0.291441,0.036313,0.0916309,14.0
296,0.354734,0.372865,0.03056,0.106942,33.0
46,0.35496,0.67284,0.0435762,0.146914,15.0
136,0.355605,0.386858,0.0347797,0.110432,5.0
187,0.355681,0.463782,0.0318721,0.109909,20.0
247,0.355985,0.335079,0.0289828,0.101964,33.0
5,0.356149,0.632097,0.0305464,0.106563,1.0
297,0.35675,0.374535,0.0324513,0.106186,33.0
45,0.356822,0.672597,0.0432573,0.144846,15.0
53,0.356995,0.632042,0.0270134,0.133178,10.0
165,0.357261,0.403559,0.0268078,0.104677,19.0
328,0.357598,0.422809,0.0464737,0.140361,33.0
141,0.35765,0.578282,0.0272131,0.134301,2.0
262,0.357956,0.430089,0.0262319,0.12214,30.0
213,0.358068,0.390507,0.0505936,0.108976,30.0
68,0.358209,0.297728,0.0167368,0.0877461,8.0
300,0.358459,0.380839,0.0433689,0.119482,33.0
135,0.358469,0.388071,0.0318813,0.112845,5.0
298,0.358575,0.373394,0.0347289,0.102605,33.0
75,0.358648,0.308073,0.0205767,0.103901,3.0
328,0.359191,0.447785,0.0526778,0.0928265,37.0
299,0.359495,0.374867,0.0367166,0.106425,33.0
246,0.359498,0.336726,0.0273322,0.104337,33.0
301,0.359589,0.386072,0.04546,0.130728,33.0
7,0.360018,0.256786,0.0196128,0.0848636,8.0
263,0.36032,0.431944,0.0329697,0.126438,30.0
164,0.360387,0.407013,0.0283088,0.108474,19.0
44,0.360439,0.672696,0.0438976,0.143968,15.0
113,0.360726,0.422093,0.0321722,0.0943388,11.0
93,0.36075,0.217058,0.0181151,0.0717177,12.0
91,0.360979,0.415111,0.0230876,0.111715,9.0
2,0.361049,0.269509,0.0299552,0.0938736,3.0
302,0.361875,0.389242,0.0510967,0.136596,33.0
6,0.361899,0.630477,0.0396004,0.109192,1.0
134,0.361955,0.388148,0.0287541,0.113074,5.0
140,0.362002,0.579443,0.0277334,0.133874,2.0
186,0.362059,0.459211,0.030753,0.109434,20.0
264,0.362992,0.429995,0.0387997,0.121979,30.0
43,0.363956,0.671268,0.0425954,0.14429,15.0
163,0.363957,0.409157,0.0259802,0.105907,19.0
303,0.363983,0.388468,0.0547671,0.143207,33.0
212,0.364001,0.394796,0.0496078,0.109982,30.0
331,0.36406,0.476653,0.0675087,0.0514657,49.0
245,0.364111,0.334515,0.0257455,0.0999927,33.0
202,0.364322,0.292054,0.0326238,0.0918542,14.0
185,0.36447,0.461472,0.0380847,0.118058,20.0
304,0.364671,0.386496,0.0566149,0.146766,33.0
52,0.364687,0.631785,0.0260931,0.13381,10.0
67,0.364779,0.297101,0.0169458,0.0876151,8.0
112,0.36491,0.428792,0.0378524,0.0827145,11.0
133,0.364923,0.388178,0.0254045,0.112746,5.0
7,0.36508,0.6291,0.0454957,0.107945,1.0
192,0.365264,0.398182,0.0275629,0.109319,23.0
139,0.36541,0.578705,0.0284393,0.131914,2.0
335,0.36663,0.441463,0.0319437,0.152683,47.0
74,0.367193,0.307873,0.0209191,0.104045,3.0
42,0.367545,0.669792,0.0394611,0.145481,15.0
132,0.367638,0.388734,0.0255211,0.109257,5.0
162,0.367661,0.409493,0.0273681,0.103323,19.0
265,0.367688,0.428559,0.048224,0.119563,30.0
184,0.367752,0.467338,0.0374417,0.125174,20.0
244,0.368128,0.332822,0.0243393,0.0958238,33.0
92,0.368471,0.219246,0.0198841,0.0735288,12.0
8,0.368483,0.25653,0.0171158,0.085841,8.0
90,0.369483,0.414662,0.0226024,0.11154,9.0
8,0.36959,0.62969,0.0474827,0.11092,1.0
327,0.369702,0.412176,0.0440804,0.14682,33.0
243,0.370021,0.334908,0.0270293,0.0999631,33.0
51,0.370042,0.632078,0.0257376,0.131821,10.0
161,0.370089,0.409471,0.0303485,0.0995995,19.0
131,0.370123,0.388662,0.0312905,0.106636,5.0
138,0.370211,0.578817,0.0327089,0.134205,2.0
41,0.370468,0.668968,0.0388477,0.147817,15.0
266,0.370544,0.428187,0.0552022,0.114062,30.0
111,0.370916,0.430805,0.0383997,0.0795316,11.0
183,0.370984,0.467985,0.036445,0.12468,20.0
211,0.371121,0.399053,0.0460498,0.113107,30.0
66,0.371203,0.296303,0.0166013,0.0869449,8.0
3,0.371243,0.269041,0.0302685,0.090903,3.0
327,0.371639,0.441896,0.0510221,0.0951703,37.0
40,0.371753,0.666768,0.0393867,0.148744,15.0
130,0.372883,0.387584,0.0358901,0.107743,5.0
137,0.372909,0.577381,0.0343485,0.135512,2.0
160,0.372968,0.409842,0.0304557,0.101534,19.0
305,0.373098,0.402706,0.0478218,0.117209,33.0
39,0.3734,0.665233,0.0411557,0.145799,15.0
9,0.374139,0.633522,0.0411009,0.115698,1.0
242,0.374353,0.336453,0.0292916,0.101681,33.0
136,0.374622,0.576458,0.0331426,0.136827,2.0
50,0.375055,0.629128,0.0254199,0.127534,10.0
38,0.375087,0.664155,0.0417127,0.140552,15.0
73,0.375238,0.306475,0.0200139,0.101837,3.0
201,0.375302,0.29346,0.029009,0.092483,14.0
182,0.375699,0.47254,0.0352803,0.127613,20.0
330,0.375932,0.477099,0.0649006,0.0515092,49.0
159,0.37596,0.412811,0.0281959,0.108337,19.0
37,0.37644,0.664078,0.0414546,0.13643,15.0
129,0.376806,0.386223,0.0366506,0.10494,5.0
135,0.376813,0.576488,0.0298836,0.13767,2.0
91,0.377193,0.219758,0.0204802,0.074014,12.0
9,0.377276,0.257445,0.0166786,0.0856517,8.0
65,0.377492,0.294875,0.0179688,0.0861077,8.0
191,0.377605,0.397664,0.0275791,0.108345,23.0
89,0.37769,0.415596,0.0218287,0.110016,9.0
110,0.377693,0.431416,0.0375298,0.0775272,11.0
134,0.377788,0.577955,0.0264195,0.138305,2.0
181,0.378619,0.473051,0.0332606,0.12541,20.0
36,0.378669,0.665006,0.0401191,0.133661,15.0
334,0.378833,0.439934,0.0332532,0.153331,47.0
158,0.379026,0.417309,0.0279558,0.114992,19.0
128,0.37915,0.387363,0.0377393,0.105639,5.0
306,0.379456,0.40858,0.0399703,0.10674,33.0
133,0.379845,0.578683,0.028774,0.137517,2.0
49,0.379854,0.629526,0.0310125,0.141233,10.0
210,0.379861,0.402711,0.0416671,0.118454,30.0
267,0.380169,0.42611,0.0406733,0.105331,30.0
179,0.380186,0.476818,0.0412564,0.119743,20.0
180,0.380317,0.474259,0.0345532,0.119785,20.0
326,0.380355,0.401479,0.03946,0.128825,33.0
10,0.380462,0.637549,0.0354321,0.123875,1.0
132,0.380653,0.578622,0.0377212,0.135572,2.0
4,0.381123,0.268453,0.0306944,0.0925294,3.0
178,0.381176,0.476747,0.0424436,0.118236,20.0
241,0.381294,0.336939,0.0309825,0.10315,33.0
127,0.381827,0.388787,0.0353161,0.106802,5.0
131,0.381924,0.577444,0.0460006,0.133444,2.0
35,0.382333,0.667133,0.0365151,0.128447,15.0
157,0.382601,0.422822,0.0252676,0.117223,19.0
72,0.382786,0.304956,0.0192488,0.0990937,3.0
64,0.383313,0.293353,0.0190536,0.0865554,8.0
130,0.383932,0.578276,0.0546138,0.135093,2.0
109,0.383978,0.432366,0.0339968,0.0754597,11.0
126,0.384173,0.38963,0.0317107,0.105992,5.0
177,0.384577,0.47756,0.0429446,0.116669,20.0
307,0.384647,0.409211,0.0368751,0.105656,33.0
326,0.384677,0.435432,0.0485811,0.0780924,37.0
127,0.384783,0.577788,0.045815,0.137571,2.0
126,0.384799,0.578218,0.0387698,0.13698,2.0
200,0.385507,0.294495,0.0248765,0.0909925,14.0
90,0.385546,0.219744,0.0200848,0.0714559,12.0
128,0.385586,0.57837,0.0537853,0.138308,2.0
252,0.385604,0.367321,0.0413568,0.115623,25.0
48,0.385709,0.625184,0.0313687,0.136098,10.0
88,0.385789,0.416464,0.0217385,0.109902,9.0
129,0.385803,0.578608,0.0574506,0.138576,2.0
156,0.386114,0.42412,0.0225141,0.114655,19.0
10,0.386448,0.25758,0.016403,0.0868001,8.0
251,0.386634,0.368638,0.0345575,0.118933,25.0
34,0.387002,0.668281,0.0332365,0.122374,15.0
176,0.387271,0.480633,0.0431212,0.112141,20.0
125,0.387406,0.578263,0.0333302,0.135644,2.0
329,0.387673,0.475413,0.0632955,0.056275,49.0
250,0.38773,0.368229,0.0308431,0.117656,25.0
11,0.387879,0.639451,0.0385073,0.129919,1.0
255,0.388013,0.369026,0.0346529,0.108522,25.0
268,0.388205,0.423835,0.0303556,0.0976025,30.0
155,0.388495,0.4254,0.0221684,0.111164,19.0
253,0.388643,0.363628,0.0346659,0.102825,25.0
249,0.388798,0.367627,0.028394,0.113918,25.0
308,0.388898,0.406521,0.0330896,0.109508,33.0
246,0.388962,0.364034,0.0379284,0.105291,25.0
63,0.389271,0.291765,0.0192365,0.0861601,8.0
245,0.389292,0.363531,0.0410123,0.107091,25.0
248,0.38932,0.366857,0.025894,0.109763,25.0
256,0.389547,0.371296,0.0301246,0.11282,25.0
209,0.389604,0.402933,0.0375678,0.116578,30.0
125,0.389629,0.388652,0.0267083,0.102394,5.0
190,0.389897,0.397112,0.028581,0.108277,23.0
71,0.390258,0.305123,0.0206708,0.100334,3.0
154,0.39026,0.425964,0.0232162,0.111074,19.0
